No.;Gene name;Oncogene or Tumor Suppresson gene
;SLC24A1;#N/A
;MRPS7;#N/A
;ALG2;#N/A
;SPDEF;#N/A
;GP5;#N/A
;RPL36AL;#N/A
;WDR35;#N/A
;RPL17;#N/A
;CD96;#N/A
;IGHE;#N/A
;MCF2;#N/A
;HNRNPA2B1;#N/A
;GRM7;#N/A
;POLR3D;#N/A
;HLCS;#N/A
;GCLM;#N/A
;POLR3H;#N/A
;RHOT1;#N/A
;NPY1R;#N/A
;RPL15;#N/A
;SOX13;#N/A
;POLE4;#N/A
;TAC3;#N/A
;ACP6;#N/A
;MGAT5;#N/A
;GYG1;#N/A
;CDK11A;#N/A
;OPA1;#N/A
;RGS7;#N/A
;SELENOO;#N/A
;ORC2;#N/A
;GAR1;#N/A
;GNAT2;#N/A
;KLK13;#N/A
;PACS1;#N/A
;RPLP1;#N/A
;WDR81;#N/A
;LOXL2;#N/A
;FUT8;#N/A
;TTC29;#N/A
;DOCK11;#N/A
;SH3PXD2A;#N/A
;TSN;#N/A
;VPS16;#N/A
;RRN3;#N/A
;RGS10;#N/A
;CCL25;#N/A
;CENPP;#N/A
;STT3A;#N/A
;VPS4B;#N/A
;CD55;#N/A
;RPL22L1;#N/A
;ARHGAP4;#N/A
;CENPM;#N/A
;ABCC8;#N/A
;SCAF1;#N/A
;TMED2;#N/A
;IFT140;#N/A
;TUBD1;#N/A
;TRA2B;#N/A
;WDR11;#N/A
;RPS27L;#N/A
;CUBN;#N/A
;FARP1;#N/A
;CD1B;#N/A
;MYO10;#N/A
;SON;#N/A
;NUMA1;#N/A
;PLEKHG2;#N/A
;MCOLN3;#N/A
;TMF1;#N/A
;SCAI;#N/A
;STMN2;#N/A
;RHAG;#N/A
;POLR1D;#N/A
;BRD3;x
;CHSY1;#N/A
;APPBP2;#N/A
;SDF4;#N/A
;UBXN7;#N/A
;GAL;#N/A
;NAGLU;#N/A
;C8orf33;#N/A
;CHORDC1;#N/A
;ALS2;#N/A
;RBM48;#N/A
;SLC35A2;#N/A
;ASGR2;#N/A
;ALG9;#N/A
;RAB9A;#N/A
;OTUD7B;#N/A
;LARP1B;#N/A
;TNK2;#N/A
;MOSPD2;#N/A
;CASR;x
;GYG2;#N/A
;CCR9;#N/A
;TRIO;#N/A
;TTC21B;#N/A
;C1GALT1C1;#N/A
;ROBO4;#N/A
;ARHGAP12;#N/A
;DAAM1;#N/A
;SAMHD1;x
;RHOH;#N/A
;RPL12;#N/A
;ST3GAL4;#N/A
;SERPING1;#N/A
;CCDC115;#N/A
;H2AC1;#N/A
;RGS12;#N/A
;MPHOSPH8;#N/A
;TXNL1;#N/A
;GALNS;#N/A
;CHMP4A;#N/A
;GSG1;#N/A
;ESYT1;#N/A
;RBM4;#N/A
;GPSM1;#N/A
;CEP170;#N/A
;GSS;#N/A
;POTEE;#N/A
;UACA;#N/A
;DCXR;#N/A
;NPY2R;#N/A
;GRM5;#N/A
;MAT1A;#N/A
;CDC42SE2;#N/A
;SFTPD;#N/A
;ADAMTSL4;#N/A
;SELPLG;#N/A
;NBEAL1;#N/A
;POLD3;#N/A
;NHLRC1;#N/A
;ACY1;#N/A
;OSGEP;#N/A
;MADD;#N/A
;ARHGEF10L;#N/A
;VPS29;#N/A
;OSBPL11;#N/A
;GPR161;#N/A
;SCN1B;#N/A
;LRRC41;#N/A
;HMG20A;#N/A
;MCF2L;#N/A
;OPHN1;#N/A
;ERGIC3;#N/A
;IPO13;#N/A
;MCCC2;#N/A
;TPST2;#N/A
;IGHG2;#N/A
;ARHGEF26;#N/A
;SGSH;#N/A
;HEXB;#N/A
;MMAB;#N/A
;HACD3;#N/A
;FNBP1L;#N/A
;RHOU;#N/A
;OGG1;#N/A
;F9;#N/A
;VAMP1;#N/A
;DPM2;#N/A
;C11orf42;#N/A
;KIR2DS5;#N/A
;ARMCX3;#N/A
;TUSC3;#N/A
;EIF2S2;#N/A
;TREM1;#N/A
;HEXA;#N/A
;WDR53;#N/A
;AHCY;#N/A
;RPL19;#N/A
;GMCL1;#N/A
;SCML4;#N/A
;PGM1;#N/A
;STX1B;#N/A
;ZCRB1;#N/A
;FDXR;#N/A
;PMEPA1;#N/A
;RBM45;#N/A
;LHX6;#N/A
;KCTD21;#N/A
;GRSF1;#N/A
;SLC6A2;#N/A
;PRICKLE1;#N/A
;SLC22A12;#N/A
;CADM1;#N/A
;PYY;#N/A
;VPS36;#N/A
;ABCD1;#N/A
;NHEJ1;#N/A
;RPL41;#N/A
;SPPL2A;#N/A
;RGS6;#N/A
;MUC7;#N/A
;RSPO2;#N/A
;HECW1;#N/A
;TMEM87A;#N/A
;CHN2;#N/A
;MAGT1;#N/A
;RAB9B;#N/A
;B3GALT6;#N/A
;ARHGAP11A;#N/A
;ARSB;#N/A
;IFT52;#N/A
;TUT1;#N/A
;HCRT;#N/A
;CPD;#N/A
;NUS1;#N/A
;GAS1;#N/A
;SLC1A1;#N/A
;CHMP4C;#N/A
;P2RY14;#N/A
;RAB11FIP2;#N/A
;IFT88;#N/A
;TACR2;#N/A
;TACR3;#N/A
;CYP11A1;#N/A
;ERLIN1;#N/A
;MAN2A1;#N/A
;HSFY1;#N/A
;PLEKHG3;#N/A
;DNAJA1;#N/A
;ARHGEF3;#N/A
;DYNC2H1;#N/A
;ALG11;#N/A
;GPSM3;#N/A
;SRGAP1;#N/A
;TDP2;#N/A
;NPW;#N/A
;NPB;#N/A
;HSPA14;#N/A
;OR10H3;#N/A
;EFCAB7;#N/A
;CP;#N/A
;PCCB;#N/A
;TAS1R2;#N/A
;TSSC4;#N/A
;KIFBP;#N/A
;ACBD5;#N/A
;RLIM;#N/A
;HDGFL2;#N/A
;ANKRD26;x
;NLN;#N/A
;FAM13A;#N/A
;SLC35A3;#N/A
;KIR2DS4;#N/A
;ECE1;#N/A
;SIGMAR1;#N/A
;A1CF;#N/A
;RHOBTB2;#N/A
;FDX1;#N/A
;GRM3;#N/A
;VANGL2;#N/A
;B3GLCT;#N/A
;PPHLN1;#N/A
;CALU;#N/A
;GALR1;#N/A
;ARL13B;#N/A
;TLR7;#N/A
;TLR5;#N/A
;MGAT4B;#N/A
;CDC42EP1;#N/A
;GALR2;#N/A
;ENTPD5;#N/A
;DHDDS;#N/A
;PDIA6;#N/A
;FXYD1;#N/A
;MCHR1;#N/A
;PCCA;#N/A
;MCCC1;#N/A
;CKB;#N/A
;VARS1;#N/A
;SOWAHC;#N/A
;DOCK9;#N/A
;F2RL1;#N/A
;B3GALNT1;#N/A
;POLR1F;#N/A
;SUCLG2;#N/A
;ARHGAP29;#N/A
;CSPG5;#N/A
;POLR3K;#N/A
;CRCP;#N/A
;SMC2;#N/A
;BUD13;#N/A
;USP46;#N/A
;GCLC;#N/A
;CBLIF;#N/A
;CNRIP1;#N/A
;FUNDC2;#N/A
;POLR3G;#N/A
;SLC40A1;#N/A
;C1GALT1;#N/A
;MMAA;#N/A
;SYDE2;#N/A
;ARHGAP33;#N/A
;FILIP1;#N/A
;RABAC1;#N/A
;MTRR;#N/A
;RGR;#N/A
;GALNT12;#N/A
;EYA3;#N/A
;SLC9A6;#N/A
;AMIGO2;#N/A
;PLEKHG1;#N/A
;ABCB6;#N/A
;RHOBTB1;#N/A
;GPR35;#N/A
;H2AW;#N/A
;POLR3GL;#N/A
;RPS4Y2;#N/A
;MUTYH;x
;ARHGAP22;#N/A
;ELAC2;#N/A
;ACE2;#N/A
;LTB4R2;#N/A
;DDX4;x
;ARFGAP3;#N/A
;NEIL1;#N/A
;TRAF3IP1;#N/A
;TACR1;#N/A
;RSPO4;#N/A
;ANG;#N/A
;POLR1H;#N/A
;SLC25A41;#N/A
;NID2;#N/A
;ABCA12;#N/A
;CPNE8;#N/A
;SLITRK5;#N/A
;HTR1E;#N/A
;TRHR;#N/A
;GFPT1;#N/A
;ARHGEF9;#N/A
;ARHGAP44;#N/A
;MGLL;#N/A
;RHOV;#N/A
;MAOA;#N/A
;SLC5A1;#N/A
;PARP10;#N/A
;SLC11A2;#N/A
;PNMA1;#N/A
;PAPSS2;#N/A
;RBP4;#N/A
;DOK4;#N/A
;NMUR2;#N/A
;NMUR1;#N/A
;DOHH;#N/A
;RGS11;#N/A
;CHST14;#N/A
;MMADHC;#N/A
;ADRA2B;#N/A
;OMP;#N/A
;VPS33B;#N/A
;DOLK;#N/A
;LGR5;x
;GALK1;#N/A
;SIGLEC9;#N/A
;ADAMTS2;#N/A
;FAM169A;#N/A
;AMHR2;#N/A
;GPR55;#N/A
;PRPF38A;#N/A
;ADRA2C;#N/A
;TPST1;#N/A
;BCL9L;#N/A
;KLKB1;#N/A
;ABCC9;#N/A
;SV2C;#N/A
;SLC34A1;#N/A
;HOXA10;#N/A
;RPL7L1;#N/A
;EFHD2;#N/A
;SMPD3;#N/A
;GNS;#N/A
;ARHGAP19;#N/A
;LCT;#N/A
;SV2A;#N/A
;PPP1R16A;#N/A
;FAM135A;#N/A
;PLXND1;#N/A
;ABCA4;#N/A
;GGT1;#N/A
;RGS9;#N/A
;MUC16;#N/A
;SWAP70;#N/A
;OPN3;#N/A
;CCL28;#N/A
;RPL10L;#N/A
;EMC3;#N/A
;PARP8;#N/A
;ALG1;#N/A
;ARHGAP24;#N/A
;MGAT1;#N/A
;MUC5B;#N/A
;TMED5;#N/A
;ARHGAP27;#N/A
;SLC26A3;#N/A
;RFT1;#N/A
;GAB3;#N/A
;OPN4;#N/A
;KEL;x
;SLC34A3;#N/A
;FAM90A1;#N/A
;GPC6;#N/A
;B9D2;#N/A
;CD320;#N/A
;VPS37D;#N/A
;SLC4A4;#N/A
;MACO1;#N/A
;PLAC9;#N/A
;DST;#N/A
;RPL3L;#N/A
;COL17A1;#N/A
;UTS2;#N/A
;ARFGAP2;#N/A
;CCRL2;#N/A
;DPEP1;#N/A
;OGN;#N/A
;GAA;#N/A
;TIMM50;#N/A
;MGAT2;#N/A
;CHST3;#N/A
;POMGNT1;#N/A
;DAGLA;#N/A
;ABCA3;#N/A
;SEMA4F;#N/A
;SLC17A5;#N/A
;FXYD7;#N/A
;TMEM59;#N/A
;ALG14;#N/A
;MAN1B1;#N/A
;DZIP1;#N/A
;BNC2;#N/A
;DERL3;#N/A
;KIR2DS1;#N/A
;MPI;#N/A
;OR51E2;#N/A
;RBM10;x
;SLC1A3;#N/A
;SLC5A2;#N/A
;FMNL2;#N/A
;LTBP3;#N/A
;PGRMC2;#N/A
;CD93;#N/A
;LRRC14;#N/A
;HSPA9;#N/A
;CARD6;#N/A
;ZCCHC8;#N/A
;PGRMC1;#N/A
;GZMK;#N/A
;MED28;#N/A
;MAGEA11;#N/A
;PQBP1;#N/A
;PIAS2;#N/A
;MPG;#N/A
;ASS1;#N/A
;MND1;#N/A
;RASSF10;#N/A
;ZHX2;#N/A
;IARS1;#N/A
;TSPAN33;#N/A
;PRPF6;#N/A
;NUCB1;#N/A
;RNF40;#N/A
;PTGES3L-AARSD1;#N/A
;SLIT2;#N/A
;ZGPAT;#N/A
;TSPAN5;#N/A
;MYOD1;x
;LAPTM5;#N/A
;SNRNP70;#N/A
;B3GALT2;#N/A
;MAST3;#N/A
;MFAP3;#N/A
;USP36;#N/A
;ADSL;#N/A
;ROS1;x
;PDSS1;#N/A
;ANKS3;#N/A
;GTPBP2;#N/A
;NOL12;#N/A
;PIWIL1;#N/A
;TREML2;#N/A
;ISCA1;#N/A
;SRPK3;#N/A
;WAPL;#N/A
;KIAA1109;#N/A
;S100A10;#N/A
;MZT2B;#N/A
;PACS2;#N/A
;GLT8D2;#N/A
;C1orf94;#N/A
;GCM2;#N/A
;SLAMF7;#N/A
;LCOR;#N/A
;AP4E1;#N/A
;FBXL20;#N/A
;CYTH4;#N/A
;ECI1;#N/A
;KIFC3;#N/A
;KDM3B;#N/A
;MYCBP2;#N/A
;NBR1;#N/A
;AKAP11;#N/A
;GFI1;#N/A
;FAM120A;#N/A
;SREK1;#N/A
;TNFRSF4;#N/A
;STH;#N/A
;WIZ;#N/A
;PPP6C;x
;PANK2;#N/A
;PCBP1;#N/A
;MPHOSPH6;#N/A
;TSC22D1;#N/A
;AKR1B15;#N/A
;ARFGEF2;#N/A
;COPG2;#N/A
;BCLAF1;#N/A
;CCDC33;#N/A
;BOD1L1;#N/A
;DPF2;#N/A
;G3BP1;#N/A
;ZZEF1;#N/A
;PIAS3;#N/A
;ENPP6;#N/A
;GEMIN4;#N/A
;IPO11;#N/A
;MYO5C;#N/A
;KLHL20;#N/A
;GLRX3;#N/A
;ANXA2;#N/A
;G3BP2;#N/A
;CCDC7;#N/A
;TMEM160;#N/A
;TMEM30A;#N/A
;SHPRH;#N/A
;PHF12;#N/A
;TMEM248;#N/A
;ASF1B;#N/A
;CDH9;#N/A
;LIPH;#N/A
;ANGEL2;#N/A
;FTL;#N/A
;PRDM14;#N/A
;TFDP3;#N/A
;PA2G4;#N/A
;USP42;#N/A
;AP3M2;#N/A
;RNF126;#N/A
;VSIG4;#N/A
;ROPN1L;#N/A
;BSCL2;#N/A
;RNF216;#N/A
;CA10;#N/A
;SF3A2;#N/A
;PMPCB;#N/A
;SYP;#N/A
;TNFRSF13B;#N/A
;KBTBD6;#N/A
;LARS1;#N/A
;MRPL43;#N/A
;FBXO17;#N/A
;EBF1;#N/A
;TRAPPC2;#N/A
;NEURL4;#N/A
;PHYHIPL;#N/A
;HOXA3;#N/A
;LUC7L;#N/A
;EIF3F;#N/A
;WNK4;#N/A
;ADD2;#N/A
;MCM5;#N/A
;LDB2;#N/A
;UBR2;#N/A
;GADD45GIP1;#N/A
;MRPL28;#N/A
;NCAPD2;#N/A
;EIF3L;#N/A
;PPT1;#N/A
;LUC7L2;#N/A
;CRYAA;#N/A
;PVR;#N/A
;MTUS2;#N/A
;RBM42;#N/A
;C20orf203;#N/A
;PPP4R3B;#N/A
;TM9SF4;#N/A
;TRIM29;#N/A
;EPM2AIP1;#N/A
;IDH3G;#N/A
;LDHD;#N/A
;KCNA3;#N/A
;RCOR3;#N/A
;LAIR1;#N/A
;COMMD10;#N/A
;DDX19A;#N/A
;TNPO1;#N/A
;MRPS10;#N/A
;C4orf17;#N/A
;LYAR;#N/A
;HCST;#N/A
;SAMD3;#N/A
;HSD17B14;#N/A
;SUMO4;#N/A
;EIF3G;#N/A
;FABP4;#N/A
;NKTR;#N/A
;ZMYND10;#N/A
;PRPF8;x
;SAT1;#N/A
;UBXN6;#N/A
;EDA;#N/A
;STARD9;#N/A
;PON2;#N/A
;PDCD1LG2;x
;NAA30;#N/A
;PECR;#N/A
;FITM2;#N/A
;DNM1L;#N/A
;C1QTNF2;#N/A
;CRYGC;#N/A
;EIF4ENIF1;#N/A
;MLLT6;#N/A
;EARS2;#N/A
;ATF3;#N/A
;FAM76B;#N/A
;CDA;#N/A
;COLEC11;#N/A
;MAP1S;#N/A
;CDK2AP2;#N/A
;ECEL1;#N/A
;ATP2B2;#N/A
;SGF29;#N/A
;YIPF5;#N/A
;CLNS1A;#N/A
;ANKRD28;#N/A
;ACAD8;#N/A
;CMBL;#N/A
;ABI3;#N/A
;RAB1B;#N/A
;TRIML2;#N/A
;TRAPPC1;#N/A
;TIMP2;#N/A
;ZNF346;#N/A
;VTI1B;#N/A
;MTX3;#N/A
;EXOSC2;#N/A
;YPEL5;#N/A
;TRAPPC10;#N/A
;DNMT3L;#N/A
;WRNIP1;#N/A
;KLK8;#N/A
;DHX40;#N/A
;NETO2;#N/A
;MPPED1;#N/A
;PTPN23;#N/A
;FCN2;#N/A
;ATXN10;#N/A
;FSTL5;#N/A
;ATL3;#N/A
;BANK1;#N/A
;SF3B3;#N/A
;ASF1A;#N/A
;SRP72;x
;RNF167;#N/A
;ZCCHC10;#N/A
;C4BPA;#N/A
;ANP32A;#N/A
;BAG2;#N/A
;PABPC1;#N/A
;AP4B1;#N/A
;RFXANK;#N/A
;BCL7A;x
;CEACAM8;#N/A
;VIL1;#N/A
;ARFGEF1;#N/A
;GEMIN5;#N/A
;BAG3;#N/A
;CALD1;#N/A
;RPAP3;#N/A
;THAP3;#N/A
;CUEDC2;#N/A
;KIRREL3;#N/A
;GART;#N/A
;DDX60;#N/A
;SLC4A1AP;#N/A
;TRAPPC3;#N/A
;EBI3;#N/A
;BORA;#N/A
;FBXL15;#N/A
;ZCCHC12;#N/A
;ZRSR2;#N/A
;PMM1;#N/A
;TPRKB;#N/A
;RAD23A;#N/A
;SEPTIN6;#N/A
;SART1;#N/A
;OBSL1;#N/A
;DMAP1;#N/A
;CDH4;x
;MYEF2;#N/A
;TMEM70;#N/A
;AKAP14;#N/A
;H3-5;#N/A
;XRN1;#N/A
;C1QA;#N/A
;UTP18;#N/A
;CSRNP1;#N/A
;QTRT1;#N/A
;ECH1;#N/A
;FBXL12;#N/A
;MORC3;#N/A
;DUS1L;#N/A
;QARS1;#N/A
;RAB3GAP2;#N/A
;PDS5A;#N/A
;VCPIP1;#N/A
;OTUD4;#N/A
;RAB40AL;#N/A
;ACSL4;#N/A
;UBL4A;#N/A
;RAB22A;#N/A
;RAB11A;#N/A
;SNTB2;#N/A
;HAUS7;#N/A
;CD82;#N/A
;MAGEA8;#N/A
;ZRANB2;#N/A
;ZNF165;#N/A
;GAN;#N/A
;CDK18;#N/A
;RMND5A;#N/A
;ATXN2;x
;TCF20;#N/A
;DNAJB14;#N/A
;RAD23B;#N/A
;CEACAM1;#N/A
;RALYL;#N/A
;SERPINF1;#N/A
;CCT6B;#N/A
;ANKRD17;#N/A
;TSKS;#N/A
;JCAD;#N/A
;WDR18;#N/A
;RAB3IL1;#N/A
;IFIT2;#N/A
;MS4A1;#N/A
;DARS1;#N/A
;UNKL;#N/A
;SNU13;#N/A
;SLC31A2;#N/A
;LRRC47;#N/A
;WDR20;#N/A
;OLIG1;#N/A
;FCN1;#N/A
;APBA3;#N/A
;UBE3B;#N/A
;TSR1;#N/A
;PPIB;#N/A
;GPM6A;#N/A
;TNIP2;#N/A
;UGGT1;#N/A
;PPP1R7;#N/A
;GTF2I;x
;EXOC5;#N/A
;DENR;#N/A
;AKR1D1;#N/A
;FOXD4L6;#N/A
;SNTA1;#N/A
;EML1;#N/A
;SNCB;#N/A
;RARS1;#N/A
;KRTAP5-9;#N/A
;SNX6;#N/A
;NIP7;#N/A
;WDFY3;#N/A
;CROCC;#N/A
;CCNDBP1;#N/A
;NOSIP;#N/A
;SERPINB4;#N/A
;SUMO3;#N/A
;CA8;#N/A
;ORC4;#N/A
;USP12;#N/A
;NDUFAF5;#N/A
;AP4S1;#N/A
;TATDN1;#N/A
;P4HA1;#N/A
;NEK7;#N/A
;RECQL;x
;SNIP1;#N/A
;ATPAF2;#N/A
;YME1L1;#N/A
;RIOK3;#N/A
;GORASP2;#N/A
;HEPACAM2;#N/A
;XAF1;#N/A
;OCIAD1;#N/A
;EBLN2;#N/A
;EPC2;#N/A
;ENC1;#N/A
;IPO4;#N/A
;EIF3A;#N/A
;TFB1M;#N/A
;CENPB;#N/A
;GZMA;#N/A
;COASY;#N/A
;EXOC8;#N/A
;BTAF1;#N/A
;KLK7;#N/A
;TXNDC5;#N/A
;CHGB;#N/A
;ZNF24;#N/A
;PPP1R9A;#N/A
;GALNT2;#N/A
;QPRT;#N/A
;SSR4;#N/A
;MYH4;#N/A
;ACTR1B;#N/A
;TRAPPC8;#N/A
;ARCN1;#N/A
;HAVCR2;#N/A
;HNRNPL;#N/A
;SLC18A1;#N/A
;MNDA;#N/A
;TPM2;#N/A
;CETN2;#N/A
;CEP120;#N/A
;TMX2;#N/A
;UBR1;#N/A
;XPO7;#N/A
;CHD7;#N/A
;APOC3;#N/A
;UCHL1;x
;NPPB;#N/A
;KAT7;x
;TNS1;#N/A
;TRIM23;#N/A
;TTC31;#N/A
;KPRP;#N/A
;HECTD3;#N/A
;REEP5;#N/A
;GPN3;#N/A
;HNRNPH2;#N/A
;SCARA3;#N/A
;CCDC77;#N/A
;TMED10;#N/A
;LOX;#N/A
;MRPS17;#N/A
;SERPINB1;#N/A
;MRPL48;#N/A
;TNFAIP8;#N/A
;ACSL3;#N/A
;XPO4;#N/A
;DACH1;#N/A
;SNX11;#N/A
;P3H4;#N/A
;KLHDC3;#N/A
;RPAP1;#N/A
;RAD18;#N/A
;RC3H1;#N/A
;LRSAM1;#N/A
;HEATR3;#N/A
;CERK;#N/A
;INO80E;#N/A
;SUSD4;#N/A
;ACP5;#N/A
;RBM33;#N/A
;NEDD1;#N/A
;RO60;#N/A
;SIM2;#N/A
;CNPY3;#N/A
;HELZ;#N/A
;STAU1;#N/A
;PKNOX1;#N/A
;ZBTB33;#N/A
;HEXIM1;#N/A
;APEX1;#N/A
;SAR1B;#N/A
;DRG1;#N/A
;AATF;#N/A
;NAF1;#N/A
;RAB10;#N/A
;RNF11;#N/A
;GSTK1;#N/A
;TNPO2;#N/A
;DNM1;#N/A
;ZBTB6;#N/A
;DMWD;#N/A
;SNRNP40;#N/A
;PJA2;#N/A
;AFAP1;#N/A
;SLC25A32;#N/A
;PHGDH;#N/A
;DCAF17;#N/A
;ERC1;x
;SIAE;#N/A
;DNAJC7;#N/A
;PYDC2;#N/A
;ZFP62;#N/A
;IL18BP;#N/A
;LRIF1;#N/A
;FBXW4;#N/A
;SUPV3L1;#N/A
;UBD;#N/A
;GSPT1;#N/A
;SUSD3;#N/A
;TRAPPC2L;#N/A
;TBX20;#N/A
;XAB2;#N/A
;XYLT2;#N/A
;BROX;#N/A
;TRIM39;#N/A
;KIN;#N/A
;ZNF524;#N/A
;PMVK;#N/A
;CHSY3;#N/A
;UBE2J2;#N/A
;RCBTB2;#N/A
;ELMOD1;#N/A
;ZNHIT1;#N/A
;SNTG1;#N/A
;SUMF2;#N/A
;DLGAP1;#N/A
;EIF3I;#N/A
;POU2AF1;#N/A
;NUFIP2;#N/A
;EIF3B;#N/A
;UPF3A;#N/A
;C4orf3;#N/A
;DDX23;#N/A
;UBE2L3;#N/A
;PLAC8;#N/A
;EP400;x
;CST7;#N/A
;S100A4;#N/A
;FUS;x
;BRD9;#N/A
;ZNF518A;#N/A
;KRT1;#N/A
;EXOC1;#N/A
;EXOSC5;#N/A
;HTRA1;#N/A
;EHD4;#N/A
;TRAP1;#N/A
;ZNF644;#N/A
;IL20RB;#N/A
;DSTYK;#N/A
;ISLR;#N/A
;LSM1;#N/A
;ZNF174;#N/A
;AHCYL2;#N/A
;SIGLEC7;#N/A
;SOSTDC1;#N/A
;CAPN7;#N/A
;DBNL;#N/A
;FOXR1;#N/A
;DMTF1;#N/A
;TTC23L;#N/A
;PUF60;#N/A
;LGALS1;#N/A
;SNUPN;#N/A
;HAT1;#N/A
;MOB4;#N/A
;EIF2B4;#N/A
;ZNF622;#N/A
;HLTF;#N/A
;DCTN4;#N/A
;TUBGCP5;#N/A
;TBC1D22A;#N/A
;EIF2B1;x
;ECHS1;#N/A
;CBWD1;#N/A
;PIR;#N/A
;CABP1;#N/A
;CRYBA2;#N/A
;HIC1;#N/A
;CRYBA1;#N/A
;VPS18;#N/A
;ZMYND11;#N/A
;HSF2;#N/A
;CD84;#N/A
;AZIN1;#N/A
;LIPF;#N/A
;JOSD2;#N/A
;VPS26B;#N/A
;CIAPIN1;#N/A
;ASCC1;#N/A
;APIP;#N/A
;USP33;#N/A
;VPS41;#N/A
;MS4A3;#N/A
;FAM189B;#N/A
;EMCN;#N/A
;ARL6IP4;#N/A
;KCNA2;#N/A
;JAM2;#N/A
;GPD1;#N/A
;COMMD1;#N/A
;EEF1A2;#N/A
;GRHL2;#N/A
;GRHL1;#N/A
;RAB11FIP3;#N/A
;MRPL2;#N/A
;MAB21L1;#N/A
;SDHAF1;#N/A
;SLC9A3;#N/A
;APBB3;#N/A
;RRM1;#N/A
;CEP135;#N/A
;SCAND1;#N/A
;BLOC1S1;#N/A
;IGHA1;#N/A
;ACAD11;#N/A
;C1orf52;#N/A
;CEP192;#N/A
;UBE2K;#N/A
;TTF2;#N/A
;BRD8;#N/A
;CEBPZ;#N/A
;LIN7C;#N/A
;EFNB3;#N/A
;MTPAP;#N/A
;NFIC;#N/A
;MBL2;#N/A
;TRAPPC4;#N/A
;ERC2;#N/A
;SLC30A4;#N/A
;COPZ1;#N/A
;FGL2;#N/A
;TRIM41;#N/A
;TBCC;#N/A
;C16orf72;#N/A
;CUEDC1;#N/A
;ATP2B3;#N/A
;MRPL1;#N/A
;SPSB2;#N/A
;LAX1;#N/A
;SPRR1B;#N/A
;PGGT1B;#N/A
;KCNAB3;#N/A
;DCLRE1A;#N/A
;GOSR1;#N/A
;JKAMP;#N/A
;ST7;#N/A
;LZTS2;#N/A
;ARMC5;#N/A
;CETN1;#N/A
;RBM4B;#N/A
;MORC1;#N/A
;SELENBP1;#N/A
;MANEA;#N/A
;UBAC1;#N/A
;COG7;#N/A
;CPNE3;#N/A
;EVI2A;#N/A
;EXOC4;#N/A
;CUL7;#N/A
;CDK19;#N/A
;NSMCE4A;#N/A
;TARDBP;#N/A
;CST6;#N/A
;CFH;#N/A
;APOA2;#N/A
;MRAP;#N/A
;CIDEC;#N/A
;FBXL5;#N/A
;USH1C;#N/A
;MBD5;#N/A
;EEA1;#N/A
;GSE1;#N/A
;STX12;#N/A
;CA2;#N/A
;SEC23IP;#N/A
;ROBO2;#N/A
;TNNT1;#N/A
;IL13RA2;#N/A
;SNRNP200;#N/A
;PES1;#N/A
;LMF2;#N/A
;HERC5;#N/A
;NSF;#N/A
;NAP1L5;#N/A
;POR;#N/A
;RFX7;#N/A
;OXSM;#N/A
;PKP2;#N/A
;HEATR5A;#N/A
;CHST8;#N/A
;ROBO3;#N/A
;RRP1B;#N/A
;TEX10;#N/A
;RWDD2B;#N/A
;DDX6;#N/A
;CDK20;#N/A
;ATXN1L;#N/A
;TAF5L;#N/A
;RP2;#N/A
;DES;#N/A
;HYPK;#N/A
;TNNC1;#N/A
;MRPL27;#N/A
;MBD6;x
;ERP44;#N/A
;TM2D3;#N/A
;TLK2;#N/A
;CREBRF;#N/A
;SLC25A11;#N/A
;USP38;#N/A
;DDX49;#N/A
;NXF1;#N/A
;PCNT;#N/A
;FLII;#N/A
;NIPBL;#N/A
;ING3;#N/A
;ESCO1;#N/A
;USP50;#N/A
;COL8A2;#N/A
;MFAP2;#N/A
;PEX7;#N/A
;RNF123;#N/A
;FABP2;#N/A
;GPX3;#N/A
;UTP23;#N/A
;AMDHD2;#N/A
;PACSIN3;#N/A
;TOPORS;#N/A
;MAB21L2;#N/A
;BCL7B;#N/A
;PFDN5;#N/A
;PLEKHJ1;#N/A
;ITPA;#N/A
;SLC19A2;#N/A
;WFIKKN2;#N/A
;WFIKKN1;#N/A
;HBB;#N/A
;ACAP2;#N/A
;DSG3;#N/A
;EPB41L1;#N/A
;SIX2;#N/A
;UBR3;#N/A
;USP45;#N/A
;STON2;#N/A
;MAF;#N/A
;NFYC;#N/A
;GPR50;#N/A
;MBTD1;#N/A
;FIS1;#N/A
;PFDN4;#N/A
;MRPS30;#N/A
;TIMM44;#N/A
;GYPA;#N/A
;DMC1;#N/A
;EFNB1;#N/A
;RBM26;#N/A
;RAB11FIP1;#N/A
;RABEP1;#N/A
;HADHB;#N/A
;SART3;#N/A
;OSBPL2;#N/A
;PGBD1;#N/A
;SVIL;#N/A
;BAG1;#N/A
;CNDP1;#N/A
;ZFAND2B;#N/A
;SELL;#N/A
;NCAPH2;#N/A
;SORBS3;#N/A
;SPRR3;#N/A
;ALX4;#N/A
;EIF3H;#N/A
;MIF;#N/A
;U2SURP;#N/A
;GPATCH1;#N/A
;FYCO1;#N/A
;CLEC3B;#N/A
;GPAA1;#N/A
;SGCD;#N/A
;TUFM;#N/A
;EIF4A2;x
;DNM3;#N/A
;FKBP8;#N/A
;BCCIP;#N/A
;TADA1;#N/A
;WDR26;#N/A
;BEGAIN;#N/A
